,ID,Selection,Date,Locality,CALF,GROUP.SIZE,BEHAVIOUR,BOAT,SPL.125.Hz,SPL.2000.Hz,SPL.4000.Hz,SPL.8000.Hz,SPL.16000.Hz,SPL.20000.Hz,Low.Freq,High.Freq,Delta.Freq,Start.Freq,End.Freq,Duration,Inflections,Armonics,PC1,PC2,PC3
594,39,28,20170706,SARDINIA,NO,5,SOCIAL,NO,89.93,89.69,90.97,94.02,95.21,95.59,8.772,11.717,2.945,8.807,10.28,0.501,2,1,0.655077916,0.954921657,-0.927120366
595,39,29,20170706,SARDINIA,NO,5,SOCIAL,NO,89.85,89.84,91.19,94.13,95.17,95.63,5.398,13.473,8.076,5.348,13.391,1.3,2,2,0.403542973,-0.998678425,0.28532002
596,39,33,20170706,SARDINIA,NO,5,SOCIAL,NO,89.84,91.28,91.75,93.48,95.12,95.88,5.769,11.134,5.365,5.818,11.035,0.457,0,1,1.303086019,0.733774416,0.577349939
597,39,35,20170706,SARDINIA,NO,5,SOCIAL,NO,89.27,94.13,95.06,94.03,95.19,95.81,10.177,12.036,1.86,10.238,12.028,0.247,0,0,0.411864979,2.14211702,-0.604859041
598,39,37,20170706,SARDINIA,NO,5,SOCIAL,NO,89.4,94.21,94.69,94.28,95.4,96.08,7.928,10.762,2.834,7.927,10.494,0.278,1,0,1.067407405,1.320119585,-0.417477008
599,39,42,20170706,SARDINIA,NO,5,SOCIAL,NO,91.84,90.52,93.38,94.51,97.43,100.14,2.818,13.061,10.243,9.651,2.85,0.33,1,3,1.346393323,-0.286232853,0.655669593
600,39,44,20170706,SARDINIA,NO,5,SOCIAL,NO,89.38,92.37,92.96,94.09,102.34,106.75,8.844,12.178,3.335,8.896,11.69,0.227,1,1,0.55085702,1.491999965,-0.401552866
601,39,45,20170706,SARDINIA,NO,5,SOCIAL,NO,89.76,92.16,93.11,94.03,103.38,107.42,8.141,11.759,3.618,8.157,10.63,0.231,1,2,0.834907195,1.307996381,-0.287245028
602,39,46,20170706,SARDINIA,NO,5,SOCIAL,NO,89.18,92.13,92.14,93.3,96.49,100.64,9.274,12.007,2.732,9.32,11.106,0.205,1,1,0.575357584,1.646484091,-0.594126105
603,39,47,20170706,SARDINIA,NO,5,SOCIAL,NO,90.42,92.04,92.42,93.36,95.2,95.79,9.641,12.137,2.496,9.641,11.267,0.317,1,1,0.46325065,1.622420998,-0.73856817
604,39,50,20170706,SARDINIA,NO,5,SOCIAL,NO,91.59,93.78,94.07,94,96.55,99.63,8.262,12.063,3.802,8.27,11.705,0.271,1,0,0.656164507,1.289857821,-0.241572648
605,39,64,20170706,SARDINIA,NO,5,SOCIAL,NO,89.72,92.96,91.99,93.65,95.81,96,6.567,16.933,10.366,7.377,11.815,1.221,2,1,-0.3878553,-1.005077575,0.373155046
606,39,77,20170706,SARDINIA,NO,5,SOCIAL,NO,134.39,135.2,128.52,121.61,116.16,113.38,6.759,12.285,5.526,6.692,12.156,1.023,0,2,0.732051316,0.313411832,0.229201451
607,39,79,20170706,SARDINIA,NO,5,SOCIAL,NO,87.96,89.79,90.87,92.93,95.39,96.07,10.403,17.36,6.957,10.59,16.06,0.645,2,1,-1.247105224,0.717811249,-0.297811446
608,39,85,20170706,SARDINIA,NO,5,SOCIAL,NO,88.87,91.38,92.78,94.23,95.05,95.24,4.092,7.081,2.989,4.644,6.851,1.21,1,1,2.451451698,-0.344222344,-0.454539635
609,39,91,20170706,SARDINIA,NO,5,SOCIAL,NO,95.23,98.2,97.01,98.06,95.9,96.05,5.434,11.379,5.945,7.189,5.499,1.556,6,1,0.987361545,-2.098627111,-1.844350146
611,39,100,20170706,SARDINIA,NO,5,SOCIAL,NO,91.68,115.65,109.47,108.46,111.84,111.3,6.713,18.503,11.79,8.057,11.322,1.779,5,3,-1.044768719,-2.485178546,-0.553616495
612,39,101,20170706,SARDINIA,NO,5,SOCIAL,NO,91.75,114.58,108.96,109.86,111.53,111.16,17.813,24.893,7.08,17.769,24.804,0.315,0,1,-4.384211375,2.971581017,-0.344079879
613,39,105,20170706,SARDINIA,NO,5,SOCIAL,NO,89.5,113.45,106.35,103.93,99.66,97.78,22.193,24.469,2.276,22.186,24.397,0.401,1,0,-5.017442339,3.945908712,-2.232167213
614,39,116,20170706,SARDINIA,NO,5,SOCIAL,NO,95.52,93.29,100.84,95.96,95.7,96.75,2.897,5.793,2.897,2.805,5.747,0.147,0,7,3.321654368,0.755687939,0.525707139
615,39,117,20170706,SARDINIA,NO,5,SOCIAL,NO,95.48,93.09,99.83,96.28,95.76,96.91,3.284,4.421,1.138,3.349,4.259,0.283,0,1,3.619932681,0.874759586,0.000355252
616,39,118,20170706,SARDINIA,NO,5,SOCIAL,NO,95.31,93.21,104.05,100.66,96.49,97.48,1.366,10.652,9.286,3.044,2.979,0.666,4,2,2.283159156,-1.828185774,0.262835054
617,39,120,20170706,SARDINIA,NO,5,SOCIAL,NO,95.28,93.19,103.83,106.49,97.7,97.92,5.027,9.806,4.779,5.04,6.503,0.481,4,2,1.794252396,-0.478753636,-0.699420988
618,39,123,20170706,SARDINIA,NO,5,SOCIAL,NO,93.83,95.85,96.85,107.37,103.73,109.1,11.199,12.118,0.92,11.783,12.105,0.882,0,1,0.058230274,1.808795264,-1.297006835
619,39,124,20170706,SARDINIA,NO,5,SOCIAL,NO,93.64,95.91,96.82,99.69,103.75,109.64,3.316,5.982,2.666,4.031,5.884,2.07,4,3,2.478999924,-2.098237748,-1.672142411
620,39,126,20170706,SARDINIA,NO,5,SOCIAL,NO,93.74,94.24,105.9,99.3,101.97,107.78,3.138,11.917,8.779,5.343,10.415,1.009,8,3,0.721935246,-2.631565883,-1.040071385
621,39,127,20170706,SARDINIA,NO,5,SOCIAL,NO,93.95,93.85,105.88,106.99,102.95,108.71,5.981,12.408,6.427,6.002,7.98,1.207,5,2,0.800074968,-1.498552116,-1.12249228
622,39,129,20170706,SARDINIA,NO,5,SOCIAL,NO,94.84,93.54,105.77,112.31,104.05,109.84,3.286,5.614,2.329,3.223,4.786,0.4,1,5,3.260878939,0.352386624,-0.078575664
623,39,131,20170706,SARDINIA,NO,5,SOCIAL,NO,95.53,92.48,97.16,113.13,103.15,108.06,5.303,7.157,1.855,6.261,7.125,0.151,1,3,2.392489339,1.120245018,-0.352524755
624,39,133,20170706,SARDINIA,NO,5,SOCIAL,NO,95.71,92.98,97.66,103.62,101.12,106.56,4.355,5.732,1.377,4.675,5.668,0.285,0,5,3.051242671,1.068442657,-0.090027534
625,39,134,20170706,SARDINIA,NO,5,SOCIAL,NO,95.18,93.48,96.19,96.49,101.07,106.79,3.016,12.152,9.136,3.018,11.457,0.833,6,3,1.000817036,-2.111990046,-0.074501408
626,39,140,20170706,SARDINIA,NO,5,SOCIAL,NO,94.51,94.62,93.48,95.14,100.3,105.19,3.867,11.709,7.842,6.589,10.852,1.744,11,2,0.212377415,-3.875691756,-2.514972854
627,39,141,20170706,SARDINIA,NO,5,SOCIAL,NO,95.54,95.55,94.88,100.46,101.11,107.45,4.313,5.515,1.202,4.925,5.3,0.218,2,1,2.977320114,0.649208016,-0.659875838
628,39,142,20170706,SARDINIA,NO,5,SOCIAL,NO,95.97,93.43,91.75,93.65,95.67,95.79,3.493,5.193,1.7,3.568,5.193,0.233,1,1,3.294980354,0.656949361,-0.133024982
629,39,143,20170706,SARDINIA,NO,5,SOCIAL,NO,95.27,94.1,94.02,93.54,95.37,95.64,3.295,5.869,2.574,3.277,5.823,0.473,0,2,3.169413305,0.532554677,0.239508498
630,39,146,20170706,SARDINIA,NO,5,SOCIAL,NO,94.85,94.72,98.41,94.13,95.43,95.77,4.45,9.072,4.622,9.061,7.067,0.269,1,3,1.754127311,0.7292819,-0.142836928
631,39,147,20170706,SARDINIA,NO,5,SOCIAL,NO,95.38,94.96,98.17,94.37,96,98.06,4.211,5.411,1.2,4.86,5.235,0.37,3,3,2.916651542,0.220795061,-0.992097148
632,39,151,20170706,SARDINIA,NO,5,SOCIAL,NO,94.42,95.95,101.14,98.67,102.99,109.08,5.219,10.365,5.146,5.915,7.697,0.731,5,1,1.364105662,-0.935656738,-1.06465215
633,39,152,20170706,SARDINIA,NO,5,SOCIAL,NO,94.89,95.91,97.76,98.51,102.11,107.84,4.045,4.951,0.905,4.299,4.867,0.297,2,4,3.187808061,0.529004994,-0.693537312
634,39,153,20170706,SARDINIA,NO,5,SOCIAL,NO,93.99,95.86,97.79,98.22,100.49,105.36,3.483,5.24,1.757,3.56,5.158,0.325,0,4,3.341358727,0.808667442,0.097775141
635,39,155,20170706,SARDINIA,NO,5,SOCIAL,NO,93.42,94.12,97.17,96.18,95.82,96.4,1.682,3.941,2.259,1.757,3.289,0.343,1,1,3.959545158,0.128546327,0.113713254
636,39,156,20170706,SARDINIA,NO,5,SOCIAL,NO,93.58,94.85,96.53,95.02,95.24,95.69,3.891,4.469,0.577,3.891,4.167,0.208,1,1,3.479003204,0.860109063,-0.424594642
637,39,158,20170706,SARDINIA,NO,5,SOCIAL,NO,93.41,95.45,96.15,95.05,95.29,95.97,3.163,4.343,1.18,3.238,3.816,0.353,1,1,3.608694002,0.510852521,-0.296296884
638,40,6,20170711,SARDINIA,YES,4,TRAVEL,YES,94.09,97.68,98.68,101.17,105.4,112.01,6.726,20.478,13.752,6.78,20.318,1.696,4,3,-2.002024975,-2.242765442,0.657333776
639,40,7,20170711,SARDINIA,YES,4,TRAVEL,YES,91.68,93.48,96.86,98.05,99.85,101.13,6.879,16.442,9.563,6.81,16.378,1.215,0,1,-0.507437725,-0.271956206,1.02530913
640,40,17,20170711,SARDINIA,YES,4,FEEDING,YES,92.62,96.82,98.08,99.46,101.7,105.43,6.987,11.799,4.812,10.955,11.772,0.178,1,0,0.507959591,1.292830835,-0.188565913
641,40,23,20170711,SARDINIA,YES,4,FEEDING,YES,103.45,99.6,103.64,102.31,103.02,102.58,4.469,15.065,10.597,4.533,7.6,0.888,2,0,0.804462129,-1.186499962,0.787893745
642,40,24,20170711,SARDINIA,YES,4,FEEDING,YES,103.23,98.03,103.5,101.78,102.41,102.55,5.569,10.771,5.202,5.516,10.716,0.123,0,0,1.507418632,1.051476886,0.741152422
643,40,28,20170711,SARDINIA,YES,4,FEEDING,YES,107.41,102.4,103.5,105.35,108.87,113.7,7.734,20.179,12.445,11.38,20.218,0.486,3,2,-2.151676809,-0.192311518,0.778739969
644,40,30,20170711,SARDINIA,YES,4,FEEDING,YES,108.05,103.49,103.9,104.12,106.01,108.89,5.162,11.509,6.347,7.916,8.553,0.765,2,0,1.063416094,-0.216934014,-0.219037309
645,40,47,20170711,SARDINIA,YES,4,FEEDING,YES,91.83,93.49,98.17,112.83,106.24,110.26,10.178,16.073,5.895,10.172,14.45,1.011,3,2,-0.939972051,0.13073316,-0.953999192
646,40,49,20170711,SARDINIA,YES,4,FEEDING,YES,92.07,91.61,93.49,97.12,98.72,98.8,9.345,13.645,4.3,9.298,10.698,0.756,2,0,0.112488001,0.619013072,-0.882281188
647,40,50,20170711,SARDINIA,YES,4,FEEDING,YES,92.08,92.6,93.72,96.84,98.44,98.66,6.453,9.948,3.495,6.959,9.884,0.137,1,1,1.478935639,1.155830455,-0.069464556
648,40,52,20170711,SARDINIA,YES,4,FEEDING,YES,87.92,90.89,92,95.89,98.1,98.5,5.9,11.55,5.65,5.95,11.6,0.139,1,0,1.14464182,0.804592971,0.523813935
649,41,3,20170712,SARDINIA,YES,4,TRAVEL,YES,100.21,98.13,100.5,101.62,102.05,102.49,6.774,16.258,9.484,8.475,14.226,1.206,2,1,-0.585143657,-0.728062077,0.224517245
650,41,20,20170712,SARDINIA,YES,4,TRAVEL,YES,93.3,93.07,97.29,99.16,100.92,100.95,10.049,14.624,4.575,9.944,14.597,0.535,0,0,-0.339564045,1.533812673,-0.111187332
651,41,21,20170712,SARDINIA,YES,4,TRAVEL,YES,93.23,93.2,98.12,99.02,100.64,100.53,8.384,13.507,5.123,8.434,10.419,0.748,0,0,0.43895847,0.876598441,-0.067046468
652,41,22,20170712,SARDINIA,YES,4,TRAVEL,YES,91.76,92.85,98.39,99.26,100.92,100.57,10.115,17.228,7.113,10.111,17.032,0.659,0,1,-1.107501668,1.161582721,0.368688762
653,41,33,20170712,SARDINIA,YES,4,FEEDING,YES,95.56,91.99,98.08,101.24,102.65,102.68,9.182,14.576,5.395,9.081,9.283,0.803,1,2,0.143121338,0.621655379,-0.484934085
654,41,34,20170712,SARDINIA,YES,4,FEEDING,YES,88.59,92.64,97.14,101.56,102.99,101.77,8.778,13.384,4.606,8.861,13.259,0.507,0,0,0.199037042,1.328752211,0.032772675
655,41,36,20170712,SARDINIA,YES,4,FEEDING,YES,89.33,91.92,96.28,98.61,102.27,105.86,8.675,13.328,4.653,8.782,9.772,0.811,0,0,0.468504685,0.906221547,-0.264928789
656,41,50,20170712,SARDINIA,YES,4,FEEDING,YES,97.46,91.76,94.22,99.24,108.03,114.51,9.815,18.042,8.227,9.75,9.783,0.932,1,2,-0.705321422,0.246564076,-0.137085318
657,41,53,20170712,SARDINIA,YES,4,FEEDING,YES,88.53,89.38,93.72,99.31,102.76,102.13,8.93,13.715,4.786,8.944,13.649,0.575,0,1,0.07087095,1.266304107,0.031288449
658,42,1,20170718,SARDINIA,NO,4,TRAVEL,NO,90.52,93.86,93.22,96.85,100.47,101.21,9.382,16.17,6.789,13.947,9.352,1.112,3,1,-0.881256165,-0.066179959,-1.40642286
659,42,2,20170718,SARDINIA,NO,4,TRAVEL,NO,90,96.04,95.43,97.04,100.47,100.74,9.128,15.541,6.412,12.435,9.986,1.318,3,0,-0.685558679,-0.332822897,-1.380438366
660,42,7,20170816,SARDINIA,NO,6,SOCIAL,YES,93.77,100.64,99.24,99.5,98.99,100.3,8.965,16.87,7.905,11.699,15.583,1.308,5,1,-1.487550558,-0.944970169,-1.29339311
661,42,8,20170816,SARDINIA,NO,6,SOCIAL,YES,94.32,99.78,98.58,100.72,101.15,104.75,12.15,14.681,2.532,12.907,14.686,0.22,3,0,-0.910803713,1.748165788,-1.534451482
662,42,9,20170816,SARDINIA,NO,6,SOCIAL,YES,94.4,99.41,98.47,100.72,101.17,104.95,6.938,15.287,8.348,6.828,10.968,1.171,4,2,-0.081095658,-1.226067037,-0.501017296
663,42,18,20170816,SARDINIA,NO,6,SOCIAL,YES,97.78,97.17,98.26,98.02,97,96.71,18.648,21.115,2.468,19.531,21.079,0.693,2,0,-3.74987061,2.756185787,-2.277029678
664,42,19,20170816,SARDINIA,NO,6,SOCIAL,YES,99.05,99.77,99.25,98.54,97.31,99.34,18.805,21.466,2.661,21.151,21.344,0.972,1,0,-4.000126589,2.822299202,-2.26835762
665,42,24,20170816,SARDINIA,NO,6,SOCIAL,YES,100.32,96.34,100.41,101.9,102.54,106.52,8.437,16.895,8.457,8.484,14.194,1.067,2,1,-0.762825644,-0.284599724,-0.000439817
666,43,1,20180423,SARDINIA,NO,9,TRAVEL,NO,92,93.71,97.75,101.63,107.33,112.66,6.033,14.106,8.073,5.978,14.051,0.797,0,1,0.36149968,0.151966367,0.995693048
667,43,2,20180423,SARDINIA,NO,9,TRAVEL,NO,89.54,91.83,94.9,100.09,103.03,110.42,4.971,14.757,9.786,4.971,14.757,0.863,0,2,0.314367396,-0.286318093,1.465013621
668,43,3,20180423,SARDINIA,NO,9,TRAVEL,NO,89.23,90.16,92.78,98.09,98.46,101.8,5.521,11.391,5.87,7.497,11.391,1.011,1,1,0.885859402,-0.070656922,-0.002831151
669,43,6,20180423,SARDINIA,NO,9,TRAVEL,NO,87.92,88.92,92.13,95.41,97.36,96.83,7.407,12.961,5.555,8.973,7.264,0.653,3,0,0.625199628,0.004567963,-0.884484586
670,43,12,20180423,SARDINIA,NO,9,TRAVEL,NO,88.44,88.07,91.65,94.47,96.31,96.73,9.857,12.765,2.908,9.914,12.655,0.496,0,0,0.214823129,1.715622204,-0.461742724
671,43,13,20180423,SARDINIA,NO,9,TRAVEL,NO,89.23,89.11,92.01,94.64,96.68,98.88,7.27,11.741,4.471,7.295,11.165,0.293,1,0,0.910635012,1.007363444,-0.001233399
672,43,14,20180423,SARDINIA,NO,9,TRAVEL,NO,90.98,90.72,93.83,95.74,98.52,100.36,5.364,14.142,8.778,12.201,6.535,0.553,4,3,0.17706128,-0.588389165,-0.747707295
673,43,17,20180423,SARDINIA,NO,9,TRAVEL,NO,88.8,92.92,95.07,99.03,102.93,109.35,7.152,11.686,4.533,7.163,11.523,0.445,0,0,0.949232994,1.0879533,0.239179081
674,43,20,20180423,SARDINIA,NO,9,TRAVEL,NO,88.44,91.45,94.93,98.21,99.78,99.24,5.852,13.85,7.998,11.996,7.998,1.579,2,0,0.043657485,-0.959118814,-0.800028265
675,43,21,20180423,SARDINIA,NO,9,TRAVEL,NO,89.93,95.58,95.03,96.78,96.8,96.81,6.507,9.694,3.187,9.617,6.392,0.322,0,0,1.592048598,1.340567603,-0.377997616
676,43,22,20180423,SARDINIA,NO,9,TRAVEL,NO,90.9,96.06,95.21,97.29,97.17,97.17,6.907,10.746,3.839,10.703,9.313,0.692,1,0,0.859528586,0.801638202,-0.702971013
677,43,24,20180423,SARDINIA,NO,9,TRAVEL,YES,89.43,100.81,95.91,101.45,98.75,99.85,1.787,2.86,1.072,1.736,2.349,0.531,3,3,4.076487623,-0.440505577,-0.770610554
678,43,25,20180423,SARDINIA,NO,9,TRAVEL,YES,89.09,93.78,96.04,98.38,101.42,101.06,9.677,13.992,4.315,9.677,13.938,0.666,0,1,-0.137785945,1.361009681,-0.202740288
679,43,26,20180423,SARDINIA,NO,9,TRAVEL,YES,90.8,95.38,99.38,103.29,111.75,111.3,7.047,17.362,10.315,7.047,17.311,1.632,2,0,-1.020562108,-1.254037987,0.428346553
680,43,27,20180423,SARDINIA,NO,9,TRAVEL,YES,91.04,97.8,101.94,105.54,114.35,118.69,6.468,17.872,11.404,6.434,7.404,2.087,4,2,-0.391647689,-2.720510714,-0.525020139
681,43,57,20180423,SARDINIA,NO,9,TRAVEL,YES,93.82,105.84,105.81,107.07,116.77,120.71,7.418,11.516,4.098,11.282,7.418,0.631,0,1,0.870159007,1.12732421,-0.543552941
682,43,58,20180423,SARDINIA,NO,9,TRAVEL,YES,92.98,103.63,106.61,109.61,115.92,118.68,7.718,11.347,3.629,10.987,7.68,0.364,0,0,0.947585017,1.481176904,-0.472351655
683,43,60,20180423,SARDINIA,NO,9,TRAVEL,YES,97.72,103.44,108.46,114.85,119.15,122.39,8.119,10.106,1.987,8.119,10.106,0.727,2,1,1.045258198,0.730929066,-1.104384556
684,43,61,20180423,SARDINIA,NO,9,TRAVEL,YES,88.59,97.96,104.04,101.06,97.28,96.62,7.583,14.154,6.572,9.532,14.154,0.461,3,3,-0.23861858,0.299194104,-0.341664427
685,43,63,20180423,SARDINIA,NO,9,TRAVEL,YES,89.39,99.76,104.66,102.73,102.4,98.81,9.39,16.321,6.93,10.255,15.537,1.469,2,2,-1.072772099,-0.264484636,-0.63514334
686,43,65,20180423,SARDINIA,NO,9,TRAVEL,YES,92.59,102.38,104.61,103.12,98.07,97.81,6.612,12.893,6.281,6.612,12.893,1.449,0,2,0.481449106,-0.22264353,0.203768792
687,43,66,20180423,SARDINIA,NO,9,TRAVEL,YES,92.43,103.27,105.13,103.97,98.26,98.14,6.969,11.813,4.843,7.004,11.485,0.939,2,3,0.719313722,-0.001796438,-0.458596121
688,43,67,20180423,SARDINIA,NO,9,TRAVEL,YES,92.57,101.92,104.64,104.24,99.41,100.29,14.049,20.137,6.088,18.732,17.327,0.877,3,1,-3.028209665,1.236245452,-1.798857595
689,43,76,20180423,SARDINIA,NO,9,TRAVEL,YES,105.24,101.19,105.01,104.22,98.89,97.99,7.142,14.093,6.952,7.024,14.01,1.297,0,2,0.109602454,-0.04391888,0.375134569
690,43,77,20180423,SARDINIA,NO,9,TRAVEL,YES,104.99,101.19,105.53,106.19,100.48,101.94,6.713,15.359,8.646,6.596,14.733,1.761,3,0,-0.433906548,-1.55742767,-0.253215997
691,43,79,20180423,SARDINIA,NO,9,TRAVEL,YES,103.08,99.99,105.84,104.92,98.89,98.35,6.907,16.06,9.153,8.196,6.907,1.414,3,1,0.004822738,-1.344732358,-0.541815858
692,43,80,20180423,SARDINIA,NO,9,TRAVEL,YES,102.21,100.28,105.33,104.49,104.25,106.34,6.471,10.059,3.588,6.471,9.941,0.708,3,2,1.252808755,0.017209694,-0.820448311
693,43,81,20180423,SARDINIA,NO,9,TRAVEL,YES,104.55,99.28,105.16,104.24,101.24,104.04,6.824,17.824,11,9.353,6.765,0.685,1,1,-0.164523557,-0.258195879,0.561787158
694,43,86,20180423,SARDINIA,NO,9,TRAVEL,YES,94.89,99.03,102.88,103.65,111.55,118.84,7.024,12.036,5.011,12.006,9.448,0.441,1,1,0.504023865,1.006016833,-0.500938763
695,43,87,20180423,SARDINIA,NO,9,TRAVEL,NO,88.08,92.36,95.77,97.12,99.65,102.43,8.235,15.454,7.218,9.824,14.765,1.291,4,0,-0.838216777,-0.793944007,-0.948370575
696,43,88,20180423,SARDINIA,NO,9,TRAVEL,NO,89.8,94.74,95.75,96.03,98.35,100.27,6.439,12.878,6.439,6.471,8.353,0.661,1,1,0.986479881,0.17150309,0.158431579
697,43,97,20180423,SARDINIA,NO,9,SOCIAL,NO,88.72,93.05,95.36,105.06,100.31,98.44,6.322,17.327,11.005,7.024,6.205,1.073,3,1,0.031708536,-1.378571464,0.068214726
698,43,112,20180423,SARDINIA,NO,9,SOCIAL,NO,90.02,94.47,95.87,97.27,100.58,103.67,7.096,17.35,10.255,8.102,7.063,2.035,5,1,-0.519868036,-2.619169167,-1.186092906
699,43,118,20180423,SARDINIA,NO,9,SOCIAL,NO,92.32,93.1,95.21,98.61,96.67,96.65,5.177,11.294,6.118,5.059,11.059,0.489,0,0,1.369940069,0.498669781,0.807066938
700,43,120,20180423,SARDINIA,NO,9,SOCIAL,NO,94.35,92.47,94.91,96.61,97.83,99.6,6.815,11.412,4.597,7.727,11.315,0.43,1,0,0.913760008,0.83400431,-0.05064049
701,43,124,20180423,SARDINIA,NO,9,SOCIAL,YES,113.75,116.86,117.19,110.8,111.13,114.47,5.118,13.346,8.229,5,13.346,0.78,0,1,0.720263026,-0.021517406,1.152752929
702,43,128,20180423,SARDINIA,NO,9,SOCIAL,YES,96.29,96.47,100.52,102.21,113.12,122.11,8.527,12.644,4.117,11.838,8.444,0.543,1,2,0.395996343,1.132672379,-0.841575405
703,43,129,20180423,SARDINIA,NO,9,SOCIAL,YES,93.93,94.39,96.79,101.9,106.81,116.45,5.824,10.824,5,5.765,6.353,0.661,1,0,1.666545498,0.198077953,-0.08084885
704,43,130,20180423,SARDINIA,NO,9,SOCIAL,NO,90.97,95.65,95.03,97.56,96.48,96.32,7.854,8.619,0.765,8.178,8.619,0.205,2,0,1.574735273,1.362951967,-1.119754909
705,43,131,20180423,SARDINIA,NO,9,SOCIAL,NO,88.88,100.94,95.74,97.84,97.05,97.95,6.043,7.807,1.765,7.69,5.807,0.191,0,0,2.258672705,1.476356505,-0.373139915
706,43,132,20180423,SARDINIA,NO,9,SOCIAL,NO,88.1,103.49,96.47,99.03,97.47,98.55,4.294,15,10.706,7.294,4.471,0.378,2,0,0.914857801,-0.603210654,0.652637805
707,43,133,20180423,SARDINIA,NO,9,SOCIAL,NO,88.07,103.55,96.55,99.6,97.51,98.53,7.259,15.805,8.546,7.961,7.141,0.642,1,1,0.328541351,0.067193446,0.277769074
708,43,140,20180423,SARDINIA,NO,9,SOCIAL,NO,87.75,104.12,101.66,112.54,102.15,101.52,8.429,11.444,3.015,8.449,11.361,0.198,1,1,0.795412331,1.484505299,-0.388051742
709,43,143,20180423,SARDINIA,NO,9,SOCIAL,NO,88.79,92.59,95.51,98.51,96.52,96.38,6.886,13.62,6.734,7.379,12.532,0.588,2,0,0.306643134,0.159899332,0.065643481
710,43,144,20180423,SARDINIA,NO,9,SOCIAL,NO,90.06,91.37,93.89,95.87,96.22,96.21,6.412,16.412,10,7.706,11.118,2.359,2,0,-0.470768274,-2.143651055,-0.308996045
711,43,145,20180423,SARDINIA,NO,9,SOCIAL,NO,88.79,89.53,94.24,96.85,96.08,96.24,6.882,15.412,8.529,6.824,15.294,0.799,2,0,-0.269809206,-0.250437532,0.463011489
712,43,154,20180423,SARDINIA,NO,9,SOCIAL,NO,94.5,94.02,97.1,101.72,99.48,100.84,6.25,14,7.75,6.25,13.824,0.592,0,0,0.403276111,0.437254811,0.988853722
713,44,2,20180428,SARDINIA,NO,9,SOCIAL,NO,119.36,116.22,111.61,107.73,102.84,104.75,8.436,11.55,3.114,8.387,11.467,0.371,0,0,0.806947482,1.549464033,-0.179066447
714,44,4,20180428,SARDINIA,NO,9,SOCIAL,NO,102.78,98.97,98.64,97.67,104.14,112.68,6.187,9.088,2.901,8.409,9.088,0.665,2,1,1.410833779,0.473086648,-0.861527889
715,44,8,20180428,SARDINIA,NO,9,SOCIAL,NO,88.22,94.72,96.59,99.88,99.4,100.52,8.036,13.114,5.078,8.036,13.009,0.627,0,1,0.371394412,1.012489617,0.173045991
716,44,9,20180428,SARDINIA,NO,9,SOCIAL,NO,87.47,96.66,95.57,100.29,99.1,99.87,9.103,14.995,5.893,9.159,14.884,0.646,0,0,-0.332351291,1.114334887,0.217251929
717,44,17,20180428,SARDINIA,NO,9,SOCIAL,NO,94.6,99.87,98.97,101.82,102.81,101.33,5.493,9.487,3.994,5.392,9.129,0.659,1,0,1.74173015,0.34172418,-0.061859874
718,44,25,20180428,SARDINIA,NO,9,SOCIAL,NO,91.64,96.28,102.42,101.56,98.02,100.6,9.649,15.864,6.215,9.726,11.218,0.601,1,1,-0.328257301,0.861365113,-0.241038189
719,44,32,20180428,SARDINIA,NO,9,SOCIAL,NO,90.62,94.11,94.49,95.85,96.16,96.11,5.531,10.287,4.755,5.602,10.264,0.29,0,0,1.602746753,0.9263443,0.552781878
720,44,34,20180428,SARDINIA,NO,9,SOCIAL,NO,89.7,94.73,94.33,95.94,96.13,96.17,5.759,7.653,1.895,6.069,7.539,0.682,5,0,1.877582896,-0.410766267,-1.666844624
721,44,40,20180428,SARDINIA,NO,9,SOCIAL,NO,89.01,92.84,94.89,97.57,98.15,98.26,6.628,7.857,1.23,6.656,7.793,0.246,3,0,1.935088805,0.766180064,-1.136644528
722,44,42,20180428,SARDINIA,NO,9,SOCIAL,NO,89.33,92.54,93.5,97.41,98.34,98.35,7.004,10.723,3.719,10.674,6.983,0.572,2,0,1.019623568,0.633608643,-1.048545841
723,44,45,20180428,SARDINIA,NO,9,SOCIAL,NO,88.42,94.26,94.4,98.52,98.79,98.29,8.162,11.857,3.696,8.118,11.792,0.458,0,0,0.742359513,1.349575306,-0.06034604
724,44,47,20180428,SARDINIA,NO,9,SOCIAL,NO,89.89,96.86,96.83,100.62,105.91,109.86,8.679,13.62,4.942,8.605,8.892,0.836,1,1,0.431880846,0.554934573,-0.519665561
725,44,58,20180428,SARDINIA,NO,9,SOCIAL,NO,90.42,94.73,94.67,97.79,102.95,99.27,9.739,16.94,7.201,15.152,13.825,1.311,4,1,-1.670687709,-0.356369251,-1.621518532
726,44,59,20180428,SARDINIA,NO,9,SOCIAL,NO,88.45,91.55,93.82,97.01,98.91,99.24,7.157,15.563,8.406,7.154,15.509,0.428,0,0,-0.155768054,0.713209838,1.118495316
727,44,60,20180428,SARDINIA,NO,9,SOCIAL,NO,91.84,96.5,95.72,99.79,102.91,100.21,7.709,8.413,0.705,8.371,8.001,0.185,1,0,1.72923904,1.628687975,-0.892691796
728,44,71,20180428,SARDINIA,NO,9,SOCIAL,NO,93.19,100.15,100.57,101.99,101.06,100.52,1.866,2.69,0.823,1.881,2.337,0.515,2,1,4.164330635,-0.119587131,-0.559397786
